ROW,YEAR,species,CAPDATE,juldate,PERIOD,missing_data,BAND,sex,age,how_sexed,CAPSITE,ver_hab,USE_HAB,hematocrit,T,T_SQRT,T_Log,USE_T,CAPTIME,StdJulDep,Time2Dep,mass,fat,CAPBM,WING,tarsus,TAIL,BANDER,BLOOD_TIME,HEM,TOTAL,bs1,bs7,bs14,bs30,BR1,BR7,BR14,BR30
1858,2010,AMRE,3/27/10,86,3,Y,231031553,F,ASY,PLUM,LII,L,Y,0.45,,,, ,720,129,43,6.3,1,1,59.5,16.62,57,MAT,3,26.46,59.31,0,0,0,30.5,0.5,0.5,0.5,4.5
1857,2010,AMRE,3/27/10,86,3,Y,257044376,F,ASY,PLUM,LII,U,N,0.45,,,, ,720,NA,,6,0,1,57,17.28,55,MAT,3,16.02,35.6,0,0,0,30.5,0.5,0.5,0.5,4.5
1863,2010,AMRE,3/27/10,86,3,Y,257044377,F,ASY,PLUM,LII,U,N,0.46,,,, ,930,138,52,6.4,2,1,58,17.3,57,MAT,3,26.56,58.33,0,0,0,30.5,0.5,0.5,0.5,4.5
1873,2010,AMRE,3/27/10,86,3,Y,257044473,F,SY,PLUM,MII,U,N,0.47,,,, ,815,NA,,6.3,0,1,58,17.23,52,NWC,6,28.45,60.79,0,0,0,30.5,0.5,0.5,0.5,4.5
1888,2010,AMRE,3/28/10,87,3,Y,257044506,F,ASY,PLUM,LI,U,N,0.48,,,, ,740,NA,,6.4,1,1,59,17.78,53,CMT,2,29.04,60.51,0,0,0,0,0,0.5,0.5,4.5
1890,2010,AMRE,3/28/10,87,3,Y,257044504,M,ASY,PLUM,LI,L,Y,0.5,,,, ,740,NA,,6.4,0,1,61,16.58,55,CMT,7,8.54,17.24,0,0,0,0,0,0.5,0.5,4.5
1886,2010,AMRE,3/28/10,87,3,Y,257044326,F,ASY,PLUM,MII,U,N,0.52,,,, ,855,NA,,6.2,1,1,59,16.87,55,NWC,4,25.45,49.1,0,0,0,0,0,0.5,0.5,4.5
895,2009,AMRE,2/24/09,55,1,,255039503,F,SY,PLUM,LIAT,L,Y,0.44,3241.33,56.93,3.51,N,956,NA,,6.3,0,1,55.5,16.19,49,CMT,1,26.73,60.76,0,58.4,66,71.1,0,0,0,6.7
896,2009,AMRE,2/24/09,55,1,,255039504,F,SY,PLUM,URI,U,N,0.45,6189.03,78.67,3.79,N,1100,NA,,7.1,2,1,57,17.18,53,CMT,3,21.9,48.64,0,58.4,66,71.1,0,0,0,6.7
897,2009,AMRE,2/24/09,55,1,,255039502,M,SY,PLUM,LIAT,U,N,0.44,7389.27,85.96,3.87,N,900,NA,,6.5,0,1,60,15.65,57,CMT,4,19.97,44.94,0,58.4,66,71.1,0,0,0,6.7
36,2009,AMRE,3/20/09,79,3,,255040113,M,SY,PLUM,MII,M,Y,0.46,14.33,3.79,1.16,N,719,132,53,7,0,1,61.5,16.77,59.5,MAT,4,30.96,67.69,0,0,0,101.6,0,8,8,8
11,2009,AMRE,3/21/09,80,3,Y,253012027,F,SY,PLUM,MII,U,N,0.47,143.1,11.96,2.16,Y,652,NA,,6.1,0,1,,,,CMT,5,29.42,62.36,0,0,0,101.6,0,0,8,8
45,2009,AMRE,3/18/09,77,3,,255039422,F,SY,PLUM,LII,U,N,0.44,164.98,12.84,2.22,Y,1230,NA,,6.2,2,1,59,16.53,56.5,MAT,5,30.55,68.91,0,0,0,101.6,0,8,8,8
287,2009,AMRE,3/20/09,79,3,,253012273,F,ASY,PLUM,LII,U,N,0.46,173.47,13.17,2.24,Y,830,NA,,6.7,0,2,56,16.63,52.5,CMT,7,30.17,66.05,0,0,0,101.6,0,8,8,8
105,2009,AMRE,3/14/09,73,2,,255039542,F,ASY,PLUM,LIAT,U,N,0.44,177.48,13.32,2.25,Y,1055,NA,,6.2,1,1,58.5,17.26,54.5,CMT,5,15.37,35.1,0,0,0,101.6,0,8,8,8
39,2009,AMRE,3/24/09,83,3,,241079021,F,ASY,PLUM,LI,L,Y,0.45,183.31,13.54,2.26,Y,746,117,34,6.7,0,2,59,17.06,57.5,MAT,4,30.04,66.57,0,17.8,17.8,119.4,0,0,8,8
186,2009,AMRE,3/18/09,77,3,,253012347,F,ASY,PLUM,LII,L,Y,0.43,185.08,13.6,2.27,Y,825,126,49,7.1,3,1,59,17.01,53,CMT,6,28.14,64.91,0,0,0,101.6,0,8,8,8
140,2009,AMRE,3/18/09,77,3,,255039420,F,SY,PLUM,MM,U,N,0.47,193.22,13.9,2.29,Y,900,NA,,6.9,1,1,57.5,16.41,55.5,MAT,4,27.77,59.43,0,0,0,101.6,0,8,8,8
34,2009,AMRE,3/18/09,77,3,,255039423,F,SY,PLUM,LII,U,N,0.47,201.16,14.18,2.3,Y,1300,NA,,5.9,0,1,58,16.55,58,MAT,5,27.32,58.09,0,0,0,101.6,0,8,8,8
116,2009,AMRE,3/19/09,78,3,,255039424,F,SY,PLUM,LII,L,Y,0.48,222.72,14.92,2.35,Y,817,NA,,6.8,0,1,58.5,17.07,55,MAT,6,31.29,65.17,0,0,0,101.6,0,8,8,8
76,2009,AMRE,3/19/09,78,3,,255039427,F,SY,PLUM,LII,U,N,0.44,228.56,15.12,2.36,Y,1138,NA,,6.4,1,2,57.5,16.37,57,MAT,4,29.21,66.29,0,0,0,101.6,0,8,8,8
241,2009,AMRE,3/15/09,74,3,,255039545,F,SY,PLUM,URI,U,N,0.46,233.27,15.27,2.37,Y,757,NA,,6,0,1,55,16.74,54,CMT/JCF,4,15.73,34.15,0,0,0,101.6,8,8,8,8
127,2009,AMRE,3/21/09,80,3,,255040110,F,SY,PLUM,MII,L,Y,0.48,234.56,15.32,2.37,Y,1225,NA,,6.6,2,2,57,15.93,56,MAT,3,32.97,68.27,0,0,0,101.6,0,0,8,8
196,2009,AMRE,3/24/09,83,3,,255039439,F,SY,PLUM,LI,L,Y,0.46,243.66,15.61,2.39,Y,810,NA,,6.4,0,2,57,16.18,54,MAT,6,30.08,64.77,0,17.8,17.8,119.4,0,0,8,8
50,2009,AMRE,3/15/09,74,3,,255039546,M,ASY,PLUM,URI,E,Y,0.45,247.64,15.74,2.39,Y,831,NA,,6.5,0,1,61.5,17.33,55.5,CMT,2,30.46,67.37,0,0,0,101.6,8,8,8,8
19,2009,AMRE,3/21/09,80,3,,253012362,F,ASY,PLUM,MII,U,N,0.49,263.03,16.22,2.42,Y,851,NA,,6.2,1,1,59.5,16.53,58,MAT,2,31.73,64.68,0,0,0,101.6,0,0,8,8
82,2009,AMRE,3/19/09,78,3,,255039425,F,SY,PLUM,LII,U,N,0.44,270.22,16.44,2.43,Y,910,NA,,6.2,2,2,58.5,16.12,55.5,MAT,7,20.06,45.42,0,0,0,101.6,0,8,8,8
77,2009,AMRE,3/16/09,75,3,,255039550,F,SY,PLUM,URI,U,N,0.46,271.15,16.47,2.43,Y,1031,NA,,6.5,2,1,59,16.68,55.5,CMT,3,28.85,62.2,0,0,0,101.6,0,8,8,8
242,2009,AMRE,3/15/09,74,3,,255039547,F,SY,PLUM,URI,U,N,0.41,272.46,16.51,2.44,Y,910,NA,,6,0,1,55,16.45,54,CMT,7,15.38,37.62,0,0,0,101.6,8,8,8,8
286,2009,AMRE,3/18/09,77,3,Y,255040103,F,SY,PLUM,LII,L,Y,0.46,274.43,16.57,2.44,Y,727,135,58,6.5,0,1,,,,CMT,2,24.98,54.46,0,0,0,101.6,0,8,8,8
209,2009,AMRE,3/24/09,83,3,,253012351,F,ASY,PLUM,LI,L,Y,0.46,279.01,16.7,2.45,Y,1040,132,49,7.1,2,2,57,17.65,54.5,MAT,5,31.66,69.32,0,17.8,17.8,119.4,0,0,8,8
103,2009,AMRE,3/14/09,73,2,,255039540,F,ASY,PLUM,LIAT,U,N,0.47,282.78,16.82,2.45,Y,755,NA,,6.2,0,0,60,16.34,53,CMT,3,30.47,64.59,0,0,0,101.6,0,8,8,8
28,2009,AMRE,3/18/09,77,3,,241079048,F,ASY,PLUM,LII,L,Y,0.46,289.85,17.03,2.46,Y,650,NA,,6.6,2,1,59.5,16.72,57.5,MAT,20,31.14,67.93,0,0,0,101.6,0,8,8,8
53,2009,AMRE,3/23/09,82,3,,255039438,F,ASY,PLUM,LI,U,N,0.47,290.54,17.05,2.46,Y,1017,NA,,6,0,2,59,16.46,55.5,MAT,4,31.51,66.43,0,0,0,101.6,0,0,8,8
27,2009,AMRE,3/19/09,78,3,,255039426,M,SY,PLUM,LII,E,Y,0.47,292.05,17.09,2.47,Y,954,NA,,6.9,2,1,62.5,17.32,58,CMT,2,30.36,64.05,0,0,0,101.6,0,8,8,8
146,2009,AMRE,3/20/09,79,3,,255040182,F,SY,PLUM,LII,L,Y,0.47,293.97,17.15,2.47,Y,740,120,41,6.6,0,2,57,16.48,55.5,MAT,5,32.39,68.53,0,0,0,101.6,0,8,8,8
243,2009,AMRE,3/21/09,80,3,,255039432,F,SY,PLUM,MII,M,Y,0.45,295.48,17.19,2.47,Y,712,NA,,6.6,0,1,57.5,17.3,52,CMT,5,21.3,47.11,0,0,0,101.6,0,0,8,8
25,2009,AMRE,3/21/09,80,3,,235013140,M,ASY,PLUM,MII,M,Y,0.44,299.25,17.3,2.48,Y,928,129,49,7.3,2,1,64,17.43,58,CMT,4,28.39,64.42,0,0,0,101.6,0,0,8,8
101,2009,AMRE,3/14/09,73,2,,255039539,F,SY,PLUM,LIAT,U,N,0.48,305.5,17.48,2.49,Y,745,NA,,6.1,0,1,58,17.06,55,CMT,3,23.17,48.72,0,0,0,101.6,0,8,8,8
292,2009,AMRE,3/19/09,78,3,,241079097,F,SY,PLUM,LII,L,Y,0.47,310.8,17.63,2.49,Y,804,132,54,6.3,2,1,57.5,17.25,53,CMT,3,29.21,62.59,0,0,0,101.6,0,8,8,8
94,2009,AMRE,3/21/09,80,3,,255040126,F,SY,PLUM,MII,M,Y,0.48,365.52,19.12,2.56,Y,928,129,49,6.2,0,1,58.5,16.71,55,CMT,6,13.62,28.11,0,0,0,101.6,0,0,8,8
22,2009,AMRE,3/23/09,82,3,,241079149,F,ASY,PLUM,LI,L,Y,0.5,369.34,19.22,2.57,Y,818,129,47,6.7,1,1,60,16.18,58,MAT,5,33.82,67.58,0,0,0,101.6,0,0,8,8
83,2009,AMRE,3/20/09,79,3,,241079092,M,SY,PLUM,MII,M,Y,0.46,417.42,20.43,2.62,Y,645,132,53,6.9,0,1,63,16.98,56,MAT,4,31.67,69.37,0,0,0,101.6,0,8,8,8
170,2009,AMRE,3/23/09,82,3,,255039554,M,ASY,PLUM,URI,E,Y,0.47,447.84,21.16,2.65,Y,1151,NA,,6.7,1,1,61,16.82,53.5,CMT,3,30.52,65.21,0,0,0,101.6,0,0,8,8
171,2009,AMRE,3/15/09,74,3,,255039548,F,SY,PLUM,URI,U,N,0.45,457.76,21.4,2.66,Y,1108,NA,,6,2,1,57,17.34,54,CMT,7,10.32,22.78,0,0,0,101.6,8,8,8,8
157,2009,AMRE,3/20/09,79,3,,255039430,F,SY,PLUM,LII,U,N,0.46,501.93,22.4,2.7,Y,1111,NA,,6.5,1,2,58,16.73,54,MAT,12,15.66,34.29,0,0,0,101.6,0,8,8,8
206,2009,AMRE,3/21/09,80,3,,255040112,M,SY,PLUM,MM,M,Y,0.47,655.23,25.6,2.82,Y,902,123,43,6.7,0,2,60,16.07,55,MAT,3,26.48,56.13,0,0,0,101.6,0,0,8,8
258,2009,AMRE,3/15/09,74,3,,255039544,M,SY,PLUM,URI,E,Y,0.49,662.05,25.73,2.82,Y,719,NA,,6.3,0,1,58,16.93,52,CMT,2,32.67,66.04,0,0,0,101.6,8,8,8,8
197,2009,AMRE,3/18/09,77,3,,235013003,M,ASY,PLUM,LII,L,Y,0.47,698.15,26.42,2.84,Y,829,120,43,7.9,3,2,61.5,16.75,57,MAT,5,32.69,69.01,0,0,0,101.6,0,8,8,8
93,2009,AMRE,3/17/09,76,3,,255039551,M,ASY,PLUM,URI,E,Y,0.5,806.22,28.39,2.91,Y,735,NA,,6.9,1,1,62,16.9,55.5,CMT,5,33.34,66.67,0,0,0,101.6,0,8,8,8
138,2009,AMRE,3/14/09,73,2,,255039541,M,ASY,PLUM,LIAT,E,Y,0.45,1193.38,34.55,3.08,Y,1015,NA,,6.8,1,2,61,16.72,55,CMT,2,30.99,69.04,0,0,0,101.6,0,8,8,8
272,2009,AMRE,3/21/09,80,3,,255039434,M,ASY,PLUM,MII,E,Y,0.41,1294.84,35.98,3.11,Y,1113,NA,,6.9,2,1,58.5,16.8,52.5,CMT,5,20.96,50.67,0,0,0,101.6,0,0,8,8
193,2009,AMRE,3/17/09,76,3,,171042339,M,ASY,PLUM,LI,M,Y,0.46,1298.58,36.04,3.11,Y,1031,117,41,7.4,2,2,62,16.83,54.5,CMT,3,30.7,67.07,0,0,0,101.6,0,8,8,8
124,2009,AMRE,3/19/09,78,3,,231031590,M,ASY,PLUM,LII,L,Y,0.45,2791.83,52.84,3.45,N,954,NA,,7,1,1,61.5,17.47,54.5,MAT,6,31.15,69.18,0,0,0,101.6,0,8,8,8
290,2009,AMRE,3/16/09,75,3,Y,255039505,M,ASY,PLUM,URI,E,Y,0.55,16790.71,129.58,4.23,N,834,NA,,9.4,5,2,,,,CMT,2,35.41,64.88,0,0,0,101.6,0,8,8,8
1360,2010,AMRE,1/30/10,30,1,,257044402,M,SY,PLUM,MII,M,Y,0.42,263.4,16.23,2.42,Y,1045,NA,,7,1,1,61,17.15,53,NWC,2,27.99,65.94,0,0,0,0,0,0,0,8.2
1365,2010,AMRE,1/31/10,31,1,,255040147,M,ASY,PLUM,LII,L,Y,0.44,265.93,16.31,2.42,Y,915,123,92,7.4,2,2,62,16.75,55,MAT,2,30.29,69.21,0,0,0,0,0,0,0,8.2
1393,2010,AMRE,2/1/10,32,1,,255039401,M,ASY,PLUM,MM,M,Y,0.42,271.33,16.47,2.43,Y,1120,114,82,7.3,1,1,62,17.48,55,MAT,2,29.1,69.49,0,0,0,0,0,0,0,8.2
1361,2010,AMRE,1/30/10,30,1,,257044403,M,SY,PLUM,MII,M,Y,0.43,287.23,16.95,2.46,Y,1115,NA,,6.1,1,1,60,17.12,54.5,NWC,4,28.33,65.38,0,0,0,0,0,0,0,8.2
1405,2010,AMRE,2/3/10,34,1,,257044347,M,ASY,PLUM,MM,M,Y,0.42,299.65,17.31,2.48,Y,1145,114,80,6.8,0,1,64,17.82,59,MAT,4,27.09,64.83,5.1,5.1,5.1,5.1,0,0,0,8.2
1395,2010,AMRE,2/2/10,33,1,,255039404,M,ASY,PLUM,MM,M,Y,0.41,334.02,18.28,2.52,Y,700,114,81,6.5,0,0,62,17.13,56,MAT,5,22.43,54.97,0,5.1,5.1,5.1,0,0,0,8.2
1417,2010,AMRE,2/4/10,35,1,,255040187,M,ASY,PLUM,LII,L,Y,0.45,370.02,19.24,2.57,Y,1430,132,97,7,2,2,61.5,17.69,58,NWC,5,28.5,63.19,0,5.1,5.1,5.1,0,0,0,8.2
1422,2010,AMRE,2/5/10,36,1,,257044413,M,SY,PLUM,LII,L,Y,0.54,385.98,19.65,2.59,Y,815,NA,,6.3,2,2,58,17.48,54,NWC,5,34.67,64.62,0,5.1,5.1,5.1,0,0,0,8.2
1418,2010,AMRE,2/5/10,36,1,,257044410,M,SY,PLUM,LII,L,Y,0.45,412.24,20.3,2.62,Y,745,NA,,6.5,1,1,60,16.2,55,NWC,4,25.84,57.57,0,5.1,5.1,5.1,0,0,0,8.2
1434,2010,AMRE,2/6/10,37,1,,235013003,M,ASY,PLUM,LII,L,Y,0.46,421.69,20.54,2.62,Y,930,129,92,7.3,2,2,61.5,16.75,57,NWC,3,30.3,65.3,0,5.1,5.1,5.1,0,0,0,8.2
1415,2010,AMRE,2/4/10,35,1,,257044409,M,SY,PLUM,LII,L,Y,0.44,468.05,21.63,2.67,Y,1245,NA,,6.6,1,1,60,17.25,56,MAT,3,29.57,67.28,0,5.1,5.1,5.1,0,0,0,8.2
1359,2010,AMRE,1/30/10,30,1,,257044401,M,SY,PLUM,MII,M,Y,0.44,480.84,21.93,2.68,Y,1015,NA,,6.5,0,1,59,16.09,54,NWC,3,28.66,64.41,0,0,0,0,0,0,0,8.2
1377,2010,AMRE,2/1/10,32,1,,257044406,M,ASY,PLUM,MII,M,Y,0.4,532.37,23.07,2.73,Y,999,126,94,6.8,0,1,62,17.67,56.5,MAT,4,16.07,40.08,0,0,0,0,0,0,0,8.2
1421,2010,AMRE,2/5/10,36,1,,257044412,F,SY,PLUM,LII,U,N,0.47,597.16,24.44,2.78,n,815,NA,,6.2,0,1,58.5,16.27,57.5,MAT,4,15.03,32.32,0,5.1,5.1,5.1,0,0,0,8.2
1390,2010,AMRE,2/1/10,32,1,,257044344,M,SY,PLUM,MM,M,Y,0.4,702.04,26.5,2.85,n,850,NA,,6.6,0,1,60.5,16.87,58,MAT,2,26.78,67.71,0,0,0,0,0,0,0,8.2
1367,2010,AMRE,1/31/10,31,1,Y,257044342,F,SY,PLUM,LII,F,N,0.42,,,, ,930,NA,,6.7,1,1,56,16.18,53,MAT,NA,23.31,56.06,0,0,0,0,0,0,0,8.2
1399,2010,AMRE,2/2/10,33,1,Y,257044345,F,ASY,PLUM,MM,M,Y,0.42,,,, ,1130,NA,,6.4,0,1,59,17.18,55.5,MAT,5,11.22,26.43,0,5.1,5.1,5.1,0,0,0,8.2
1363,2010,AMRE,1/30/10,30,1,Y,255039410,F,ASY,PLUM,MII,M,Y,0.43,,,, ,1330,NA,,6.3,1,1,60,16.79,56,NWC,3,27.09,62.96,0,0,0,0,0,0,0,8.2
1364,2010,AMRE,1/31/10,31,1,Y,257044340,F,ASY,PLUM,LII,U,N,0.43,,,, ,840,NA,,6.5,0,1,56.5,16.95,53,MAT,2,29.67,68.76,0,0,0,0,0,0,0,8.2
1406,2010,AMRE,2/3/10,34,1,Y,257044348,F,ASY,PLUM,MM,U,N,0.43,,,, ,1315,NA,,6.7,0,1,57,16.49,57.5,MAT,5,22.34,51.85,5.1,5.1,5.1,5.1,0,0,0,8.2
1384,2010,AMRE,2/5/10,36,1,Y,AMRE1,M,ASY,PLUM,URIV,U,N,0.43,,,, ,835,NA,,7.1,1,1,62.5,17.11,57,JMW,NA,13.7,31.57,0,5.1,5.1,5.1,0,0,0,8.2
1437,2010,AMRE,2/6/10,37,1,Y,231031553,F,ASY,PLUM,LII,L,Y,0.44,,,, ,1230,129,92,7.2,3,2,59.5,16.62,57,NWC,3,30.63,69.08,0,5.1,5.1,5.1,0,0,0,8.2
1376,2010,AMRE,2/1/10,32,1,Y,257044404,M,SY,PLUM,MII,M,Y,0.44,,,, ,999,NA,,6.9,1,1,60.5,17.02,56,MAT,3,8.68,19.59,0,0,0,0,0,0,0,8.2
1379,2010,AMRE,2/2/10,33,1,Y,257044407,F,ASY,PLUM,MII,U,N,0.44,,,, ,1000,NA,,6.4,1,1,59,16.93,53,NWC,6,21.16,47.7,0,5.1,5.1,5.1,0,0,0,8.2
1366,2010,AMRE,1/31/10,31,1,Y,257044341,F,ASY,PLUM,LII,L,Y,0.45,,,, ,915,NA,,6.6,1,2,59.5,16.89,59,MAT,6,31.24,69.28,0,0,0,0,0,0,0,8.2
1401,2010,AMRE,2/3/10,34,1,Y,255039406,F,ASY,PLUM,MM,M,Y,0.45,,,, ,950,120,86,6.8,1,2,58,15.86,55,MAT,6,25.63,57.03,5.1,5.1,5.1,5.1,0,0,0,8.2
1380,2010,AMRE,2/2/10,33,1,Y,257044408,F,ASY,PLUM,MII,U,N,0.45,,,, ,1300,NA,,6.1,0,1,57,16.32,53.5,NWC,3,30.65,68.19,0,5.1,5.1,5.1,0,0,0,8.2
1411,2010,AMRE,2/4/10,35,1,Y,231031552,F,ASY,PLUM,LII,L,Y,0.46,,,, ,1020,138,103,6.7,1,2,56,17.58,56,NWC,3,31.47,69.16,0,5.1,5.1,5.1,0,0,0,8.2
1423,2010,AMRE,2/5/10,36,1,Y,257044414,F,ASY,PLUM,LII,L,Y,0.46,,,, ,915,NA,,6.9,2,2,60,16.8,53,NWC,5,19.12,41.21,0,5.1,5.1,5.1,0,0,0,8.2
1420,2010,AMRE,2/5/10,36,1,Y,257044411,F,ASY,PLUM,LII,U,N,0.46,,,, ,745,NA,,6.6,0,2,59,16.77,53,NWC,6,31.69,68.79,0,5.1,5.1,5.1,0,0,0,8.2
1383,2010,AMRE,2/5/10,36,1,Y,AMRE2,M,ASY,PLUM,URIV,U,N,0.46,,,, ,805,NA,,6.6,0,2,63,16.42,54,JMW,NA,11.87,25.54,0,5.1,5.1,5.1,0,0,0,8.2
1388,2010,AMRE,2/1/10,32,1,Y,257044343,F,ASY,PLUM,MM,M,Y,0.47,,,, ,655,NA,,6.7,1,2,57,16.28,55,MAT,3,32.15,68.5,0,0,0,0,0,0,0,8.2
1400,2010,AMRE,2/3/10,34,1,Y,257044346,F,ASY,PLUM,MM,M,Y,0.47,,,, ,845,NA,,6.8,0,2,58.5,17.18,56,MAT,5,28.62,61.17,5.1,5.1,5.1,5.1,0,0,0,8.2
1414,2010,AMRE,2/4/10,35,1,Y,255040102,F,ASY,PLUM,LII,L,Y,0.54,,,, ,1205,NA,,6.5,2,2,56.5,16.73,54,MAT,3,37.7,70.06,0,5.1,5.1,5.1,0,0,0,8.2
1441,2010,AMRE,2/7/10,38,1,,253012337,M,ASY,PLUM,MM,M,Y,0.43,244.57,15.64,2.39,Y,845,NA,,7,1,2,59,16.93,55,NWC,4,30.12,69.74,0,5.1,5.1,5.1,0,2.2,2.2,10.4
1440,2010,AMRE,2/7/10,38,1,,255040198,M,ASY,PLUM,LII,E,Y,0.45,291.42,17.07,2.46,Y,740,NA,,7.1,1,2,63,16.94,55,NWC,3,22.33,49.57,0,5.1,5.1,5.1,0,2.2,2.2,10.4
1445,2010,AMRE,2/7/10,38,1,Y,255039414,F,ASY,PLUM,MM,M,Y,0.43,,,, ,1000,120,82,6.9,1,1,60,16.37,56,NWC,4,6.91,16.09,0,5.1,5.1,5.1,0,2.2,2.2,10.4
91,2009,AMRE,4/4/09,94,3,,255039517,M,ASY,PLUM,LII,L,Y,0.46,18.47,4.3,1.27,N,958,123,29,6.9,0,1,63,16.54,55,CMT,2,28.8,62.14,0,0,17.8,17.8,0,0,5.5,13.5
99,2009,AMRE,4/7/09,97,3,,253012267,M,ASY,PLUM,MM,M,Y,0.44,25.15,5.02,1.4,N,1246,123,26,7.5,2,1,62.5,16.86,52,CMT,2,29.17,66.77,0,0,0,17.8,0,0,5.5,13.5
198,2009,AMRE,4/10/09,100,3,,255039524,M,SY,PLUM,LIIT,L,Y,0.51,25.81,5.08,1.41,N,846,120,20,6.6,1,1,59.5,16.88,54,CMT,3,31.64,62.28,0,0,0,17.8,0,0,0,13.5
38,2009,AMRE,4/6/09,96,3,,255039414,F,SY,PLUM,MM,M,Y,0.44,48.12,6.94,1.68,Y,715,135,39,6.5,0,1,59.5,16.37,57,CMT,2,29.83,67.93,0,0,17.8,17.8,0,0,5.5,13.5
109,2009,AMRE,4/1/09,91,3,,255039407,M,SY,PLUM,MII,U,N,0.48,81.34,9.02,1.91,Y,814,NA,,6.1,1,1,59,16.67,55.5,CMT,4,29.22,60.69,0,0,17.8,17.8,0,0,5.5,13.5
149,2009,AMRE,4/5/09,95,3,,255039403,M,SY,PLUM,MM,M,Y,0.45,97.12,9.85,1.99,Y,1130,NA,,6.8,2,1,59,17.3,56,CMT,3,30.93,68.35,0,0,17.8,17.8,0,0,5.5,13.5
178,2009,AMRE,4/2/09,92,3,,255040140,F,SY,PLUM,LII,L,Y,0.44,114.74,10.71,2.06,Y,645,129,37,6.1,0,1,57,17.19,54,CMT,3,28.79,65.89,0,0,17.8,17.8,0,0,5.5,13.5
52,2009,AMRE,4/5/09,95,3,,255040180,M,ASY,PLUM,MM,E,Y,0.5,124.13,11.14,2.09,Y,656,114,19,6.5,0,1,62,17.21,55,CMT,5,29.96,60.51,0,0,17.8,17.8,0,0,5.5,13.5
238,2009,AMRE,3/30/09,89,3,,255040155,F,SY,PLUM,MI,M,Y,0.44,155.79,12.48,2.19,Y,917,NA,,6.7,1,1,56,16.53,54,CMT,3,30.52,68.87,0,17.8,17.8,17.8,0,5.5,5.5,13.5
200,2009,AMRE,3/27/09,86,3,,255039227,F,ASY,PLUM,LP,E,N,0.44,157.7,12.56,2.2,Y,1010,NA,,6.5,2,1,58,16.37,53,CMT,4,30.52,68.82,0,17.8,17.8,61,0,5.5,13.5,13.5
222,2009,AMRE,3/28/09,87,3,,241079086,F,ASY,PLUM,LP,E,N,0.42,170.01,13.04,2.23,Y,1130,132,45,6.4,2,1,58,16.7,52,SDW,7,22.1,53.02,0,17.8,17.8,61,0,5.5,5.5,13.5
182,2009,AMRE,3/26/09,85,3,,255039441,F,SY,PLUM,MI,U,N,0.42,175.12,13.23,2.24,Y,820,NA,,6.5,0,1,56.5,16.68,55,MAT,7,13.69,32.37,0,17.8,17.8,61,5.5,5.5,13.5,13.5
30,2009,AMRE,3/27/09,86,3,,255039201,F,ASY,PLUM,LP,E,N,0.45,176.86,13.3,2.25,Y,810,123,37,6.7,0,1,61,16.64,56,SDW,6,28.76,64.3,0,17.8,17.8,61,0,5.5,13.5,13.5
80,2009,AMRE,4/5/09,95,3,,255039401,M,SY,PLUM,MM,M,Y,0.46,184.04,13.57,2.26,Y,733,126,31,7.2,2,1,61.5,17.33,57,CMT,4,30.96,66.69,0,0,17.8,17.8,0,0,5.5,13.5
120,2009,AMRE,4/4/09,94,3,,255039446,F,SY,PLUM,UP,E,N,0.44,190.99,13.82,2.28,Y,737,NA,,6.5,1,1,60,16.54,53,SDW,NA,26.25,59.93,0,0,17.8,17.8,0,0,5.5,13.5
176,2009,AMRE,3/28/09,87,3,,255039229,M,ASY,PLUM,LP,E,N,0.42,208.65,14.44,2.32,Y,713,114,27,6.7,1,2,61,17.04,53,CMT,3,29.05,69.38,0,17.8,17.8,61,0,5.5,5.5,13.5
128,2009,AMRE,4/5/09,95,3,,253012238,M,ASY,PLUM,MM,M,Y,0.46,211,14.53,2.32,Y,626,126,31,6.5,0,1,61,16.79,54,CMT,4,31.02,67.19,0,0,17.8,17.8,0,0,5.5,13.5
177,2009,AMRE,3/29/09,88,3,,241079152,F,ASY,PLUM,LI,L,Y,0.47,214.79,14.66,2.33,Y,759,129,41,6.9,1,1,58,16.66,54,CMT,3,29.97,63.26,0,17.8,17.8,17.8,0,5.5,5.5,13.5
78,2009,AMRE,4/5/09,95,3,,255039404,M,SY,PLUM,MM,M,Y,0.44,218.85,14.79,2.34,Y,830,129,34,6.9,2,1,61,17.07,57,CMT,4,29.34,67.01,0,0,17.8,17.8,0,0,5.5,13.5
189,2009,AMRE,4/1/09,91,3,,255039406,F,SY,PLUM,MM,M,Y,0.48,235.8,15.36,2.37,Y,1050,132,41,6.6,0,1,56.5,15.92,55,CMT,5,30.13,62.72,0,0,17.8,17.8,0,0,5.5,13.5
288,2009,AMRE,3/25/09,84,3,,255040123,F,SY,PLUM,MI,M,Y,0.48,244.16,15.63,2.39,Y,641,132,48,6.1,0,1,57,17.24,55.5,MAT,6,19.08,39.8,17.8,17.8,17.8,119.4,0,5.5,13.5,13.5
4,2009,AMRE,4/10/09,100,3,,236061190,M,ASY,PLUM,LIIT,L,Y,0.5,259.12,16.1,2.41,Y,1224,114,14,7.9,4,2,62,17.17,54,CMT,6,18.98,38.12,0,0,0,17.8,0,0,0,13.5
70,2009,AMRE,4/2/09,92,3,,241079116,M,ASY,PLUM,LII,L,Y,0.46,275.37,16.59,2.44,Y,1150,126,34,7.6,2,1,62.5,17.46,57.5,CMT,4,29.68,65.03,0,0,17.8,17.8,0,0,5.5,13.5
