ROW,YEAR,species,CAPDATE,juldate,PERIOD,missing_data,BAND,sex,age,how_sexed,CAPSITE,ver_hab,USE_HAB,hematocrit,T,T_SQRT,T_Log,USE_T,CAPTIME,StdJulDep,Time2Dep,mass,fat,CAPBM,WING,tarsus,TAIL,BANDER,BLOOD_TIME,HEM,TOTAL,bs1,bs7,bs14,bs30,BR1,BR7,BR14,BR30
533,2008,BAWW,3/17/08,77,3,,246022870,M,AHY,PLUM,LII, ,,0.47,,,, ,1133,NA,,9.4,2,2,69.5,,50.5,MAT,3,29.66,63.47,10.2,15.3,30.5,45.8,1,3,22,39.1
1180,2009,BAWW,4/14/09,104,3,,246022898,F,ASY,PLUM,MI, ,,0.47,,,, ,711,NA,,8.8,3,1,65,17.97,47,CMT,3,31.95,68.7,0,5.1,5.1,22.9,0,34,34,39.5
797,2009,BAWW,1/31/09,31,1,,251004103,M,ASY,PLUM,MII, ,,0.43,172.23,13.12,2.24,Y,726,NA,,9.3,1,1,71.5,17.16,53,CMT,3,29.4,67.81,0,7.6,7.6,15.2,0,17.7,17.7,40.9
800,2009,BAWW,2/2/09,33,1,,258048826,M,ASY,PLUM,MI, ,,0.38,,,, ,911,NA,,8.6,0,1,70,16.71,49,CMT,3,26.21,68.18,0,0,7.6,15.2,0,0,17.7,40.9
803,2009,BAWW,2/3/09,34,1,,258048827,F,SY,PLUM,MI, ,,0.44,,,, ,1203,NA,,9.3,0,1,65,17.37,47,CMT,7,30.05,67.53,0,5.1,12.7,20.3,0,0,17.7,40.9
1162,2009,BAWW,4/12/09,102,3,,258048890,M,ASY,PLUM,PI, ,,0.46,295.52,17.19,2.47,Y,1009,NA,,9.9,2,1,67,16.95,50,CMT,2,31.33,67.94,0,5.1,5.1,22.9,8,27.5,27.5,41
1163,2009,BAWW,4/12/09,102,3,,258048888,F,SY,PLUM,PI, ,,0.42,,,, ,648,NA,,8.5,0,1,64,17.21,48.5,CMT,7,10.18,24.36,0,5.1,5.1,22.9,8,27.5,27.5,41
1164,2009,BAWW,4/12/09,102,3,,258048889,F,SY,PLUM,PI, ,,0.43,,,, ,707,NA,,8.1,0,0,63,16.41,49,CMT,8,26.78,61.93,0,5.1,5.1,22.9,8,27.5,27.5,41
595,2008,BAWW,3/26/08,86,3,,251004373,M,ASY,PLUM,MI, ,,0.46,3814.28,61.76,3.58,N,1230,NA,,9.3,1,3,68.5,16.21,50,CMT,3,30.52,66.15,0,10.1,20.3,45.7,0.7,21.4,22.4,50.5
596,2008,BAWW,3/26/08,86,3,,251004116,F,SY,PLUM,MM, ,,0.45,,,, ,712,NA,,8.4,0,1,67,16.1,48.5,JHJ,5,10.58,23.45,0,10.1,20.3,45.7,0.7,21.4,22.4,50.5
597,2008,BAWW,3/26/08,86,3,,251004117,F,ASY,PLUM,MM, ,,0.48,,,, ,1010,NA,,9.4,3,3,64.5,17.26,45.5,JHJ,5,19.85,41.04,0,10.1,20.3,45.7,0.7,21.4,22.4,50.5
605,2008,BAWW,3/27/08,87,3,,251004376,M,SY,PLUM,MI, ,,0.44,181.75,13.48,2.26,Y,840,NA,,9.7,1,2,69,17.62,51,MAT,4,18.1,41.21,2.5,5,20.3,45.7,20.7,24.9,25.9,54
606,2008,BAWW,3/27/08,87,3,,251004375,M,ASY,PLUM,MI, ,,0.47,3344.93,57.84,3.52,N,745,NA,,9.9,0,2,69.5,18.5,52,MAT,6,31.85,68.34,2.5,5,20.3,45.7,20.7,24.9,25.9,54
607,2008,BAWW,3/27/08,87,3,,251004378,F,ASY,PLUM,MI, ,,0.47,,,, ,1145,NA,,8.9,2,2,65,17.03,48.5,CMT,3,30.43,64.79,2.5,5,20.3,45.7,20.7,24.9,25.9,54
495,2008,BAWW,3/5/08,65,2,,251004348,M,SY,PLUM,LI, ,,0.47,79.61,8.92,1.9,Y,700,NA,,9.1,2,2.5,67.5,16.48,50,MAT,11,30.63,65.08,0,5.1,15.3,20.4,0,7.1,7.1,69.1
496,2008,BAWW,3/5/08,65,2,,225090001,F,ASY,PLUM,LI, ,,0.43,,,, ,825,NA,,9.7,2,2,68,17.74,49,MAT,9,23.43,54.88,0,5.1,15.3,20.4,0,7.1,7.1,69.1
499,2008,BAWW,3/6/08,66,2,,251004108,M,SY,PLUM,LII, ,,0.42,228.61,15.12,2.36,Y,1249,NA,,9.8,1,3,66,17.32,48.5,CMT,4,29.42,69.33,0,5.1,15.3,20.4,0,8.7,8.7,70.7
501,2008,BAWW,3/6/08,66,2,,251004350,M,SY,PLUM,LI, ,,0.39,,,, ,820,NA,,9.9,0,2,69,17.09,50,JEC,6,23.68,60.12,0,5.1,15.3,20.4,0,8.7,8.7,70.7
500,2008,BAWW,3/6/08,66,2,,251004349,F,SY,PLUM,LI, ,,0.44,,,, ,700,NA,,9.1,0,3,66.5,17.22,49.5,MAT,5,18.31,41.56,0,5.1,15.3,20.4,0,8.7,8.7,70.7
469,2008,BAWW,2/25/08,56,1,,251004345,M,ASY,PLUM,MM, ,,0.4,27.79,5.27,1.44,Y,1150,NA,,9.8,2,3,68,17.41,51,JLD,5,24.06,60.83,5.1,10.2,10.2,20.4,0,10,10,71.5
480,2008,BAWW,2/29/08,60,1,,251004103,M,ASY,PLUM,MII, ,,0.42,136.47,11.68,2.14,Y,1250,NA,,10.2,2,3,71.5,17.16,53,JLD,8,19.86,47.07,0,10.2,10.2,20.4,0,0,10,71.5
458,2008,BAWW,2/23/08,54,1,,BAWW1,M,999,PLUM,LII, ,,0.35,184.97,13.6,2.27,Y,930,NA,,10,,NA,,,,JLD/MAT,5,17,49.06,0,0,5.1,10.2,0,10,22.5,71.5
481,2008,BAWW,2/29/08,60,1,,251004102,M,AHY,PLUM,MII, ,,0.42,201.23,14.19,2.3,Y,950,NA,,8.9,1,1.5,77.5,17.3,50,JHJ,3,28.68,68.18,0,10.2,10.2,20.4,0,0,10,71.5
489,2008,BAWW,3/1/08,61,2,,251004104,M,SY,PLUM,URIII, ,,0.39,233.62,15.28,2.37,Y,1030,NA,,9.1,3,1,66.5,16.69,48,JHJ,7,9.88,25.2,0,15.3,15.3,25.5,0,0,10,71.5
459,2008,BAWW,2/23/08,54,1,,251004340,M,ASY,PLUM,LII, ,,0.34,594.21,24.38,2.77,Y,1005,NA,,9.9,3,2.5,70,17.28,,MAT,5,2.13,6.28,0,0,5.1,10.2,0,10,22.5,71.5
462,2008,BAWW,2/23/08,54,1,,251004342,F,ASY,PLUM,LII, ,,0.37,,,, ,1120,NA,,9.9,4,2.5,67,17.21,50,MAT,5,19.85,53.46,0,0,5.1,10.2,0,10,22.5,71.5
461,2008,BAWW,2/23/08,54,1,,251004341,F,ASY,PLUM,LII, ,,0.41,,,, ,1045,NA,,9.8,4,3,70,17.47,46.5,JLD,2,12.39,30.11,0,0,5.1,10.2,0,10,22.5,71.5
460,2008,BAWW,2/23/08,54,1,,246022858,F,ASY,PLUM,LII, ,,0.42,,,, ,820,NA,,9.3,3,3,68,17.18,50,MAT,6,28.67,68.46,0,0,5.1,10.2,0,10,22.5,71.5
471,2008,BAWW,2/25/08,56,1,,251004344,F,ASY,PLUM,MM, ,,0.44,,,, ,824,NA,,9,3,3,68,17.43,52,CMT,6,30.29,68.29,5.1,10.2,10.2,20.4,0,10,10,71.5
470,2008,BAWW,2/25/08,56,1,,251004343,F,SY,PLUM,MM, ,,0.45,,,, ,706,NA,,9,2,2,69.5,18.46,51.5,MAT,4,28.54,62.9,5.1,10.2,10.2,20.4,0,10,10,71.5
1200,2009,BAWW,4/18/09,108,3,,258048898,M,ASY,PLUM,MM, ,,0.43,231.21,15.21,2.36,Y,913,NA,,10.2,5,2,68.5,16.63,50,CMT,3,30.1,70.44,0,22.9,22.9,40.7,0,65,73,78.5
1185,2009,BAWW,4/15/09,105,3,,258048894,M,ASY,PLUM,MI, ,,0.49,288.64,16.99,2.46,Y,907,NA,,11.3,4,1.5,71,16.92,51,CMT,8,32,64.71,0,5.1,5.1,22.9,6.5,73,73,78.5
1186,2009,BAWW,4/15/09,105,3,,258048823,M,ASY,PLUM,MI, ,,0.47,312.55,17.68,2.49,Y,718,NA,,9.3,2,1,68,16.94,50.5,CMT,7,20.73,44.05,0,5.1,5.1,22.9,6.5,73,73,78.5
1206,2009,BAWW,4/19/09,109,3,,258048899,M,ASY,PLUM,MI, ,,0.48,344.69,18.57,2.54,Y,745,NA,,10.3,5,2,70,16.7,50.5,CMT,4,27.75,57.72,12.7,25.4,30.5,48.3,0,45.5,73,78.5
1207,2009,BAWW,4/19/09,109,3,,258048816,M,SY,PLUM,MI, ,,0.43,540.1,23.24,2.73,Y,910,NA,,9.3,4,1,70,17.16,52,CMT,8,28.43,66,12.7,25.4,30.5,48.3,0,45.5,73,78.5
1193,2009,BAWW,4/17/09,107,3,,258048852,M,ASY,PLUM,LII, ,,0.41,604.49,24.59,2.78,Y,906,NA,,9.4,0,2,76,17.07,48,MBG,3,20.49,50.01,5.1,10.2,10.2,28,0,73,73,78.5
1201,2009,BAWW,4/18/09,108,3,,258048897,F,SY,PLUM,MM, ,,0.4,,,, ,739,NA,,10.1,3,2,66,17.58,49,CMT,4,27.8,70.07,0,22.9,22.9,40.7,0,65,73,78.5
1209,2009,BAWW,4/20/09,110,3,,225024465,F,ASY,PLUM,LI, ,,0.42,,,, ,925,NA,,10.7,4,2,64,16.78,48,MAT,5,28.26,67.78,7.6,25.4,30.5,48.3,0,45.5,73,78.5
1203,2009,BAWW,4/18/09,108,3,,258048844,F,SY,PLUM,MM, ,,0.45,,,, ,913,NA,,10,4,2,65,18.06,47,CMT,9,31.14,69.52,0,22.9,22.9,40.7,0,65,73,78.5
1187,2009,BAWW,4/15/09,105,3,,251004339,F,ASY,PLUM,MI, ,,0.47,,,, ,720,NA,,9.3,2,1,67.5,17.35,49,CMT,4,31.12,66.82,0,5.1,5.1,22.9,6.5,73,73,78.5
1194,2009,BAWW,4/17/09,107,3,,251004122,F,ASY,PLUM,LII, ,,0.48,,,, ,1020,NA,,10.7,4,1,66,18.29,50,CMT,7,33.25,69.7,5.1,10.2,10.2,28,0,73,73,78.5
1202,2009,BAWW,4/18/09,108,3,,258049021,F,SY,PLUM,MM, ,,0.48,,,, ,903,NA,,8.9,3,2,62.5,17.42,47,MBG,8,18.18,38.03,0,22.9,22.9,40.7,0,65,73,78.5
1188,2009,BAWW,4/15/09,105,3,,258048895,F,ASY,PLUM,MI, ,,0.53,,,, ,1232,NA,,9.9,4,2,65,17.54,49,CMT,3,33.72,63.39,0,5.1,5.1,22.9,6.5,73,73,78.5
490,2008,BAWW,3/3/08,63,2,,251004105,M,SY,PLUM,LII, ,,0.47,404.99,20.12,2.61,Y,907,NA,,10.1,3,3,67,17.44,48.5,CMT,6,13.74,29.16,0,5.1,15.3,25.5,7.1,7.1,17.1,78.6
491,2008,BAWW,3/3/08,63,2,,251004107,F,ASY,PLUM,LII, ,,0.47,,,, ,1200,NA,,9.8,1,2,67,18.37,50.5,JHJ,6,25.85,54.89,0,5.1,15.3,25.5,7.1,7.1,17.1,78.6
1210,2009,BAWW,4/21/09,111,3,,258048938,M,SY,PLUM,MM, ,,0.44,166.89,12.92,2.22,Y,815,NA,,9.4,4,1,66.5,16.79,49.5,MAT,3,30.66,69.85,0,25.4,30.5,48.3,0,40,74,79.5
1212,2009,BAWW,4/21/09,111,3,,246022877,F,ASY,PLUM,MM, ,,0.46,,,, ,749,NA,,9.8,4,2,66,17.51,48,CMT,7,29.88,65.32,0,25.4,30.5,48.3,0,40,74,79.5
1211,2009,BAWW,4/21/09,111,3,,251004344,F,ASY,PLUM,MM, ,,0.5,,,, ,630,NA,,10,5,2,68,17.43,52,CMT,3,32.85,66.2,0,25.4,30.5,48.3,0,40,74,79.5
1213,2009,BAWW,4/21/09,111,3,,258048813,F,SY,PLUM,MM, ,,0.51,,,, ,820,NA,,8.6,2,2,65.5,17.3,48.5,MAT,2,34.86,68.65,0,25.4,30.5,48.3,0,40,74,79.5
456,2008,BAWW,2/20/08,51,1,,251004338,F,ASY,PLUM,MI, ,,0.37,,,, ,855,NA,,9.6,2,3,66,17.94,48,MAT,6,23.25,62.41,0,0,5.1,63.5,0,10,62,84.5
457,2008,BAWW,2/20/08,51,1,,251004339,F,SY,PLUM,MI, ,,0.38,,,, ,936,NA,,9,0,2,67.5,17.35,49,CMT,9,25.3,66.9,0,0,5.1,63.5,0,10,62,84.5
510,2008,BAWW,3/8/08,68,2,,251004110,F,AHY,PLUM,URIII, ,,0.43,,,, ,1026,NA,,9.3,1,2,67.5,16.79,49,FA,10,8.08,18.83,0,7.6,22.9,28,0,24.1,24.1,86.1
620,2008,BAWW,3/29/08,89,3,,251004118,M,ASY,PLUM,URIII, ,,0.44,53.01,7.28,1.72,Y,745,NA,,10,3,2,68,17.85,51,JLD,5,27.77,62.75,2.5,86.2,101.5,126.9,0,70.9,71.9,100
624,2008,BAWW,3/30/08,90,3,,251004119,F,ASY,PLUM,LII, ,,0.43,,,, ,730,NA,,8.4,0,2,63.5,17.18,46,FA,4,21.05,48.75,78.7,131.9,137,172.6,46,111,111,140.1
629,2008,BAWW,3/31/08,91,3,,251004121,F,SY,PLUM,LII, ,,0.4,,,, ,935,NA,,8.9,0,2,65,17.36,46.5,CMT,5,27.74,68.59,45.7,149.7,157.3,187.8,40.1,175,175,204.1
628,2008,BAWW,3/31/08,91,3,,246022863,F,ASY,PLUM,LII, ,,0.44,,,, ,1200,NA,,9.4,3,3,64.5,,46,JHJ,3,30.23,69.33,45.7,149.7,157.3,187.8,40.1,175,175,204.1
661,2008,BAWW,4/5/08,96,3,,251004343,F,SY,PLUM,LII, ,,0.44,61.33,7.83,1.79,Y,730,NA,,10,3,2,69.5,18.46,51.5,JEC,7,11.36,25.77,0,73.6,159.8,195.4,0,126.1,197,217.4
662,2008,BAWW,4/5/08,96,3,,246022858,F,ASY,PLUM,LII, ,,0.44,117.59,10.84,2.07,Y,840,NA,,10.6,4,3,68,17.18,50,CMT,5,30.26,68.23,0,73.6,159.8,195.4,0,126.1,197,217.4
663,2008,BAWW,4/5/08,96,3,,251004105,M,ASY,PLUM,LII, ,,0.46,306.56,17.51,2.49,Y,730,NA,,11,3,2,67,17.44,48.5,JEC,4,30.31,65.19,0,73.6,159.8,195.4,0,126.1,197,217.4
643,2008,BAWW,4/2/08,93,3,,251004125,M,ASY,PLUM,LII, ,,0.44,4427.61,66.54,3.65,N,1310,NA,,10.8,3,2,73,17.12,54.5,MAT,5,29.86,67.55,7.6,154.8,164.9,195.4,0,175.6,197,219
647,2008,BAWW,4/3/08,94,3,,251004127,M,ASY,PLUM,URII, ,,0.47,4515.09,67.19,3.65,N,1200,NA,,10.2,4,3,69.5,16.71,45,CMT,3,31.93,67.37,0,154.8,159.8,195.4,22,172.1,197,219
658,2008,BAWW,4/4/08,95,3,,246022864,F,ASY,PLUM,LII, ,,0.45,,,, ,1630,NA,,10.1,4,3,67,16.33,48,CMT,4,29.44,64.93,0,152.3,159.8,195.4,0,172.1,197,219
648,2008,BAWW,4/3/08,94,3,,251004380,F,ASY,PLUM,URIII, ,,0.45,,,, ,1005,NA,,9.9,3,3,67,18.05,45,FA,6,23.17,51.8,0,154.8,159.8,195.4,22,172.1,197,219
659,2008,BAWW,4/4/08,95,3,,251004382,F,ASY,PLUM,URIII, ,,0.45,,,, ,930,NA,,10,4,2,66,16.85,48.5,JEC,4,26.31,58.32,0,152.3,159.8,195.4,0,172.1,197,219
649,2008,BAWW,4/3/08,94,3,,251004381,F,ASY,PLUM,URIII, ,,0.46,,,, ,1010,NA,,10.2,4,3,66,17.27,47,JLD/FA,7,16.32,35.22,0,154.8,159.8,195.4,22,172.1,197,219
674,2008,BAWW,4/10/08,101,3,,251004112,M,ASY,PLUM,URIII, ,,0.5,47.1,6.86,1.67,Y,1200,NA,,10.4,4,2,67,18.48,48,FA,5,26.85,54.19,10.2,55.9,210.7,231,5,93.8,265.9,293.8
675,2008,BAWW,4/10/08,101,3,,241079078,M,ASY,PLUM,URIII, ,,0.43,472.46,21.74,2.67,Y,830,NA,,11,5,3,71,17.32,50,FA,6,3.51,8.09,10.2,55.9,210.7,231,5,93.8,265.9,293.8
676,2008,BAWW,4/10/08,101,3,,251004357,F,ASY,PLUM,LII, ,,0.47,,,, ,901,NA,,9.8,4,3,67,17.11,50,CMT,3,31.62,66.87,10.2,55.9,210.7,231,5,93.8,265.9,293.8
679,2008,BAWW,4/11/08,102,3,,251004383,M,ASY,PLUM,URIII, ,,0.53,379.4,19.48,2.58,Y,1015,NA,,11.8,4,2,70.5,17.6,48,JEC,4,32.99,61.78,25.4,55.9,208.2,231,21,99.6,271.7,297.6
685,2008,BAWW,4/12/08,103,3,,251004107,F,ASY,PLUM,LII, ,,0.43,,,, ,1430,NA,,11.4,4,3,67,18.37,50.5,CMT,2,28.73,66.93,0,55.9,129.5,231,5.8,99.6,225.7,297.6
684,2008,BAWW,4/12/08,103,3,,246022865,F,ASY,PLUM,LII, ,,0.45,,,, ,1435,NA,,10.6,3,2,66,17.78,46.5,CMT,4,29.15,64.78,0,55.9,129.5,231,5.8,99.6,225.7,297.6
701,2008,BAWW,4/20/08,111,3,,251004121,F,SY,PLUM,LII, ,,0.47,,,, ,1215,NA,,10.8,4,3,65,17.36,46.5,CMT,6,31.72,67.78,2.5,7.6,63.5,223.3,0,0,103.4,300.4
696,2008,BAWW,4/17/08,108,3,,251004339,F,SY,PLUM,LI, ,,0.47,,,, ,750,NA,,10.7,4,3,67.5,17.35,49,CMT,2,31.47,67.42,0,5.1,61,225.9,0,9.6,103.4,300.4
692,2008,BAWW,4/16/08,107,3,,251004131,F,ASY,PLUM,MI, ,,0.48,,,, ,1130,NA,,11.4,4,3,65,17.25,44,CMT,4,28.2,58.47,0,25.4,55.9,220.8,0,30.6,103.4,300.4
688,2008,BAWW,4/13/08,104,3,,251004104,M,ASY,PLUM,URIII, ,,0.44,159.62,12.63,2.2,Y,1030,NA,,8.3,0,2,66.5,16.69,48,FA,6,12.61,28.5,0,55.9,83.8,231,0,103.4,189.4,301.4
689,2008,BAWW,4/14/08,105,3,,251004385,F,ASY,PLUM,URIII, ,,0.41,,,, ,950,NA,,10.2,1,3,67,16.75,49.5,FA,4,28.67,69.59,0,35.6,63.5,231,3.8,83.6,125.4,301.4
706,2008,BAWW,4/24/08,115,3,,251004133,F,ASY,PLUM,LII, ,,0.44,,,, ,1132,NA,,12.6,7,3,67,18.15,46.5,FA,5,30.24,67.97,0,17.7,22.8,236,0,75,84.6,374.7
707,2008,BAWW,4/24/08,115,3,,251004386,F,SY,PLUM,LI, ,,0.47,,,, ,1720,NA,,11.3,5,3,65,17.13,46.5,JLD,4,30.84,65.98,0,17.7,22.8,236,0,75,84.6,374.7
705,2008,BAWW,4/24/08,115,3,,251004132,F,ASY,PLUM,LII, ,,0.52,,,, ,1031,NA,,12.5,7,3,67,18.35,46,FA,6,32.24,61.69,0,17.7,22.8,236,0,75,84.6,374.7
704,2008,BAWW,4/23/08,114,3,,246022870,M,SY,PLUM,LII, ,,0.48,117.02,10.82,2.07,Y,850,NA,,13.5,7,3,70,,49.5,FA,6,15.37,31.78,0,22.8,48.2,236,0,75,105.6,375.4
445,2008,BAWW,1/24/08,24,1,,246022890,F,AHY,PLUM,LI, ,,0.45,151.38,12.3,2.18,Y,1400,NA,,10,2,2,67,17.15,49,MAT,20,4.77,10.71,53.3,53.3,53.3,,13,13.5,16.2,
791,2009,BAWW,1/29/09,29,1,,251004340,M,ASY,PLUM,LII, ,,0.44,174.78,13.22,2.24,Y,1115,NA,,9.4,3,1,70,17.68,51,CMT,4,29.63,68.09,0,7.6,7.6,,0,17.7,17.7,
447,2008,BAWW,1/25/08,25,1,,246022895,M,AHY,PLUM,LI, ,,0.45,211.57,14.55,2.33,Y,1355,NA,,9.5,0,2,71,17.42,52,MAT,6,26.17,57.89,0,53.3,53.3,,0,13.5,16.2,
763,2009,BAWW,1/26/09,26,1,,258048818,M,SY,PLUM,MI, ,,0.5,222.72,14.92,2.35,Y,1030,NA,,8.6,3,1,67.5,16.58,47,CMT,5,32.73,65.79,7.6,7.6,7.6,,11,17.7,17.7,
449,2008,BAWW,1/26/08,26,1,,246022898,F,AHY,PLUM,MI, ,,0.46,253.75,15.93,2.4,Y,1050,NA,,9.3,2,2,65,17.97,47,MAT,8,21.67,47.29,0,53.3,53.3,,0,13,13.5,
777,2009,BAWW,1/27/09,27,1,,258048823,M,ASY,PLUM,MI, ,,0.41,381.88,19.54,2.58,Y,1320,NA,,9.1,1,1,68,16.94,50.5,MAT,5,8.89,21.87,0,7.6,7.6,,6.7,17.7,17.7,
764,2009,BAWW,1/26/09,26,1,,258048816,M,SY,PLUM,MI, ,,0.48,444.76,21.09,2.65,Y,940,NA,,8.7,1,1,70,17.16,52,CMT,4,28.4,59.63,7.6,7.6,7.6,,11,17.7,17.7,
765,2009,BAWW,1/26/09,26,1,,258048817,M,ASY,PLUM,MI, ,,0.47,651.54,25.53,2.81,Y,1025,NA,,9.7,2,1,69,17.58,49,MAT,6,18.22,38.87,7.6,7.6,7.6,,11,17.7,17.7,
778,2009,BAWW,1/27/09,27,1,,258048824,M,SY,PLUM,MI, ,,0.4,695.34,26.37,2.84,Y,1330,NA,,8.9,2,1,63.5,16.18,48,MAT,6,12.55,31.39,0,7.6,7.6,,6.7,17.7,17.7,
452,2008,BAWW,1/26/08,26,1,,246022900,F,SY,PLUM,MI, ,,0.36,,,, ,1217,NA,,8.3,0,2,64.5,17.16,47,MAT,4,14.65,40.25,0,53.3,53.3,,0,13,13.5,
438,2008,BAWW,1/17/08,17,1,,246022865,F,AHY,PLUM,LII, ,,0.4,,,, ,1245,NA,,9.3,0,2,67,17.78,49,MAT,5,15.7,39.54,0,0,5.1,,0,2.7,2.7,
740,2009,BAWW,1/21/09,21,1,,251004110,F,ASY,PLUM,MII, ,,0.41,,,, ,925,NA,,8.6,1,1,67.5,16.79,49,MAT,6,11.18,27.58,0,0,0,,0,0,17.5,
1292,2010,BAWW,1/23/10,23,1,,258049010,F,ASY,PLUM,LI, ,,0.41,,,, ,1120,NA,,9.4,3,2,65,16.2,47,MAT,4,28.03,69.18,0,0,0,,0,0,1.5,
1296,2010,BAWW,1/23/10,23,1,,259082338,F,SY,PLUM,LI, ,,0.41,,,, ,1230,NA,,9.4,2,2,63.5,17.21,47,MAT,2,29.52,71.46,0,0,0,,0,0,1.5,
441,2008,BAWW,1/18/08,18,1,,246022869,F,SY,PLUM,LII, ,,0.42,,,, ,1140,NA,,8.4,0,2,66.5,16.55,48.5,MAT,6,24.98,58.88,0,0,5.1,,0,2.7,2.7,
451,2008,BAWW,1/26/08,26,1,,246022899,F,ASY,PLUM,MI, ,,0.42,,,, ,1118,NA,,8.6,2,2,66.5,17.14,50,MAT,7,24.8,58.99,0,53.3,53.3,,0,13,13.5,
752,2009,BAWW,1/22/09,22,1,,258048812,F,SY,PLUM,MII, ,,0.42,,,, ,925,NA,,8.7,0,1,71,18.34,50.5,MAT,6,5.77,13.7,0,0,0,,0,0,7.1,
1271,2010,BAWW,1/21/10,21,1,,259082330,M,SY,PLUM,LII, ,,0.42,,,, ,900,NA,,10.5,4,2,66.5,16.58,,MAT,3,29.41,69.65,0,0,0,,0,0,8.2,
1280,2010,BAWW,1/22/10,22,1,,259082333,M,SY,PLUM,LI, ,,0.42,,,, ,1000,NA,,10.1,4,2,66,17.08,48,MAT,3,30.12,70.95,0,0,0,,0,0,8.2,
442,2008,BAWW,1/20/08,20,1,,246022876,F,ASY,PLUM,MII, ,,0.43,,,, ,1020,NA,,8.2,0,2,67,18.01,48,MAT,5,14.59,33.87,0,0,5.1,,0.5,0.5,3.2,
759,2009,BAWW,1/24/09,24,1,,251004363,F,ASY,PLUM,LI, ,,0.43,,,, ,820,NA,,9.3,2,1,68,17.45,50.5,MAT,5,27.78,64.96,0,0,0,,0,0,1.5,
761,2009,BAWW,1/25/09,25,1,,258048815,F,ASY,PLUM,LI, ,,0.43,,,, ,1120,NA,,9.2,2,1,67,17.9,49,MAT,5,19.11,44.83,0,7.6,7.6,,0,11,12.5,
781,2009,BAWW,1/27/09,27,1,,258048822,F,SY,PLUM,MI, ,,0.43,,,, ,1015,NA,,9.4,1,1,64,16.87,47,CMT,6,5.09,11.93,0,7.6,7.6,,6.7,17.7,17.7,
1339,2010,BAWW,1/27/10,27,1,,246022886,M,ASY,PLUM,LI, ,,0.43,,,, ,845,NA,,9.6,2,2,68.5,17.63,48,MAT,2,29.49,68.23,0,0,0,,0,0,0,
1276,2010,BAWW,1/22/10,22,1,,259082332,F,SY,PLUM,LI, ,,0.43,,,, ,840,NA,,9.4,2,2,65,17.6,49.5,MAT,2,29.62,69.35,0,0,0,,0,0,8.2,
1291,2010,BAWW,1/23/10,23,1,,259082336,F,SY,PLUM,LI, ,,0.43,,,, ,920,NA,,9.9,2,2,65.5,17.77,52.5,MAT,3,29.83,68.68,0,0,0,,0,0,1.5,
1295,2010,BAWW,1/23/10,23,1,,259082337,F,SY,PLUM,LI, ,,0.43,,,, ,1200,NA,,10.3,4,2,65,17.1,49,MAT,2,26.71,61.96,0,0,0,,0,0,1.5,
1334,2010,BAWW,1/26/10,26,1,,259082341,F,ASY,PLUM,LI, ,,0.43,,,, ,1215,NA,,10.1,2,2,65,17.38,48.5,MAT,2,28.63,66.11,0,0,0,,0,0,0,
1355,2010,BAWW,1/29/10,29,1,,259082345,M,ASY,PLUM,LII, ,,0.43,,,, ,740,NA,,9,2,2,66,16.21,47.5,MAT,3,29.6,68.44,0,0,0,,0,0,0,
450,2008,BAWW,1/26/08,26,1,,246022897,F,ASY,PLUM,MI, ,,0.44,,,, ,952,NA,,,0,2,66,17.11,49,MAT,5,25.61,58.47,0,53.3,53.3,,0,13,13.5,
1281,2010,BAWW,1/22/10,22,1,,258048814,F,ASY,PLUM,LI, ,,0.44,,,, ,1040,NA,,9.9,4,2,68,17.25,53,MAT,2,30.47,69.18,0,0,0,,0,0,8.2,
1258,2010,BAWW,1/20/10,20,1,,259082329,M,SY,PLUM,MII, ,,0.44,,,, ,710,NA,,9,2,1,69,17.35,59,MAT,1,30.16,68.09,0,0,0,,0,0,8.2,
1349,2010,BAWW,1/28/10,28,1,,259082343,F,ASY,PLUM,LI, ,,0.44,,,, ,810,NA,,9.4,2,2,66,17.1,59,MAT,3,29.95,67.71,0,0,0,,0,0,0,
750,2009,BAWW,1/22/09,22,1,,251004361,F,ASY,PLUM,MII, ,,0.45,,,, ,810,NA,,7.8,1,1,66.5,16.97,50.5,MAT,6,20.89,46.3,0,0,0,,0,0,7.1,
722,2009,BAWW,1/19/09,19,1,,258048802,F,SY,PLUM,LII, ,,0.45,,,, ,920,NA,,9,2,1,65,17.42,50.5,MAT,3,22.09,49.34,0,0,0,,0,0,17.5,
733,2009,BAWW,1/20/09,20,1,,258048808,F,ASY,PLUM,LII, ,,0.45,,,, ,1134,NA,,8.9,2,2,66,17.68,48,MAT,6,25.22,55.7,0,0,0,,0,0,17.5,
739,2009,BAWW,1/21/09,21,1,,258048809,F,SY,PLUM,MII, ,,0.45,,,, ,830,NA,,8.4,1,2,63,17.41,45,CMT,10,16.14,35.67,0,0,0,,0,0,17.5,
741,2009,BAWW,1/21/09,21,1,,258048810,F,SY,PLUM,MII, ,,0.45,,,, ,925,NA,,8.1,1,1,66,17.16,50.5,MAT,5,20.61,45.84,0,0,0,,0,0,17.5,
1299,2010,BAWW,1/24/10,24,1,,258048859,M,ASY,PLUM,MI, ,,0.45,,,, ,710,NA,,10,4,2,69,17.34,51.5,MAT,2,30.94,68.97,0,0,0,,0,0,0,
